Hier wird die Struktur der Stahl-Control Datenbank (!SC-Entwicklung) abgebildet. Der Name der Datenbank ist Conzept C16.
Es werden Tabellen, Schlüssel, Verküpfungen und Dialoge abgebildet. Datenbank Abfragen werden immer erreicht,in dem die Dateinummer (Eindeutiger Bezeichner der Tabelle), und eine Verknüpfung über die Schlüssel angegeben wird. Ein Beispielcode um einen Datensatz aus der Tabelle 200 Mat.Materialdatei zu lesen wäre: RecRead(200, 1, 0);

Datenbank        : !@SC-Entwicklung                         10.11.2023   14:29


Nr.  Dateiname            Teile  Infos  Schl.  Verkn. DBA    Hauptdatei   Sätze
  4     4 / PtD.Zeit                        Zeit            5      ............
  Titel    : PtD.Zeit            :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 11   42 / 11

  5     5 / PtD.Key                         Alpha   48st.  16      ............
  Titel    : PtD.Key             :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 12   42 / 12

  6     6 / PtD.Feldname                    Alpha   20st.  20      ............
  Titel    : PtD.Feldname        :

  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 13   42 / 13

  7     7 / PtD.User                        Alpha   20st.  20      ............
  Titel    : PtD.User            :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 14   42 / 14

  8     8 / PtD.InhaltVorher                Alpha   20st.  20      ............
  Titel    : PtD.InhaltVorher    :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 15   42 / 15

  9     9 / PtD.InhaltNachher               Alpha   20st.  20      ............
  Titel    : PtD.InhaltNachher   :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     : 20 / 16   42 / 16



Teildatensatz Maske  :     1 / PtD.Hauptdaten


 8:                    PtD.Datei           :
 9:                    PtD.FeldID          :
10:                    PtD.Datum           :
11:                    PtD.Zeit            :
12:                    PtD.Key             :
13:                    PtD.Feldname        :
14:                    PtD.User            :
15:                    PtD.InhaltVorher    :
16:                    PtD.InhaltNachher   :






Datei                :   991 / PtD.Löschungen
Teildatensatz        :     1 / PtD.L.Hauptdaten
  Anzahl Felder      :     7

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   PtD.L.Nummer            Ganzz. (lang)           4        0 /   0
   2   PtD.L.Datei             Ganzz. (kurz)           2        0 /   0
   3   PtD.L.Name              Alpha    48stellig     49        0 /   0
   4   PtD.L.Datum             Datum                   4        0 /   0
   5   PtD.L.Zeit              Zeit                    4        0 /   0
   6   PtD.L.User              Alpha    20stellig     21        0 /   0
   7   PtD.L.Grund             Alpha    20stellig     21        0 /   0

                               Gesamt                105 Bytes



Datei                :   991 / PtD.Löschungen
Schlüssel            :     1 / PtD/L.Nummer
  DBA Nummer         :   677
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.L.Hauptdaten       1 / PtD.L.Nummer         Ganzz. (lang)



Datei                :   991 / PtD.Löschungen
Schlüssel            :     2 / PtD/L.Datei
  DBA Nummer         :   772
  Anzahl Felder      :     2

  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.L.Hauptdaten       2 / PtD.L.Datei          Ganzz. (kurz)
 2    1 / PtD.L.Hauptdaten       3 / PtD.L.Name           Alpha  48st.   G



Datei                :   991 / PtD.Löschungen
Teildatensatz        :     1 / PtD.L.Hauptdaten
  Felder             :     7
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / PtD.L.Nummer                    Ganzz. (lang)   8      ............
  Titel    : PtD.L.Nummer        :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / PtD.L.Datei                     Ganzz. (kurz)   4      ............
  Titel    : PtD.L.Datei         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / PtD.L.Name                      Alpha   48st.  48      ............
  Titel    : PtD.L.Name          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / PtD.L.Datum                     Datum           8      ............
  Titel    : PtD.L.Datum         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / PtD.L.Zeit                      Zeit            5      ............
  Titel    : PtD.L.Zeit          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / PtD.L.User                      Alpha   20st.  20      ............
  Titel    : PtD.L.User          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / PtD.L.Grund                     Alpha   20st.  20      ............
  Titel    : PtD.L.Grund         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8



Teildatensatz Maske  :     1 / PtD.L.Hauptdaten


 2:PtD.L.Nummer        :
 3:PtD.L.Datei         :
 4:PtD.L.Name          :
 5:PtD.L.Datum         :
 6:PtD.L.Zeit          :
 7:PtD.L.User          :
 8:PtD.L.Grund         :






Datei                :   992 / PtD.Syncs
Teildatensatz        :     1 / PtD.Sync.Hauptdaten
  Anzahl Felder      :     7


  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   PtD.Sync.TimeStamp      Ganzz. (64)             8        0 /   0
   2   PtD.Sync.UserId         Ganzz. (kurz)           2        0 /   0
   3   PtD.Sync.Datei          Ganzz. (kurz)           2        0 /   0
   4   PtD.Sync.RecId          Ganzz. (lang)           4        0 /   0
   5   PtD.Sync.Operation      Alpha     1stellig      2        0 /   0
   6   PtD.Sync.Para1          Alpha    20stellig     21        0 /   0
   7   PtD.Sync.Para2          Alpha    20stellig     21        0 /   0

                               Gesamt                 60 Bytes



Datei                :   992 / PtD.Syncs
Schlüssel            :     1 / PtD/Sync.TimeUserId
  DBA Nummer         :  1015
  Anzahl Felder      :     2  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.Sync.Hauptdaten    1 / PtD.Sync.TimeStamp   Ganzz. (64)
 2    1 / PtD.Sync.Hauptdaten    2 / PtD.Sync.UserId      Ganzz. (kurz)



Datei                :   992 / PtD.Syncs
Schlüssel            :     2 / PtD/Sync.UserId
  DBA Nummer         :  1036
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.Sync.Hauptdaten    2 / PtD.Sync.UserId      Ganzz. (kurz)



Datei                :   992 / PtD.Syncs
Schlüssel            :     3 / PtD/Sync.Datei
  DBA Nummer         :  1053
  Anzahl Felder      :     1
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / PtD.Sync.Hauptdaten    3 / PtD.Sync.Datei       Ganzz. (kurz)



Datei                :   992 / PtD.Syncs
Teildatensatz        :     1 / PtD.Sync.Hauptdaten
  Felder             :     7
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / PtD.Sync.TimeStamp              Ganzz. (64)    20      ............
  Titel    : PtD.Sync.TimeStamp  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / PtD.Sync.UserId                 Ganzz. (kurz)   4      ............
  Titel    : PtD.Sync.UserId     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3


  3     3 / PtD.Sync.Datei                  Ganzz. (kurz)   4      ............
  Titel    : PtD.Sync.Datei      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / PtD.Sync.RecId                  Ganzz. (lang)   8      ............
  Titel    : PtD.Sync.RecId      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / PtD.Sync.Operation              Alpha    1st.   1      ............
  Titel    : PtD.Sync.Operation  :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / PtD.Sync.Para1                  Alpha   20st.  20      ............
  Titel    : PtD.Sync.Para1      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7

  7     7 / PtD.Sync.Para2                  Alpha   20st.  20      ............
  Titel    : PtD.Sync.Para2      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  8   22 /  8



Teildatensatz Maske  :     1 / PtD.Sync.Hauptdaten


 2:PtD.Sync.TimeStamp  :
 3:PtD.Sync.UserId     :
 4:PtD.Sync.Datei      :
 5:PtD.Sync.RecId      :
 6:PtD.Sync.Operation  :
 7:PtD.Sync.Para1      :
 8:PtD.Sync.Para2      :






Datei                :   993 / Sync.Referenzen
Teildatensatz        :     1 / Sync.Hauptdaten
  Anzahl Felder      :     6

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Sync.Datei              Ganzz. (kurz)           2        0 /   0
   2   Sync.Key                Alpha    64stellig     65        0 /   0
   3   Sync.Extern.App         Alpha     3stellig      4        0 /   0
   4   Sync.Extern.Key         Alpha   250stellig    251        0 /   0
   5   Sync.Datum              Datum                   4        0 /   0
   6   Sync.Zeit               Zeit                    4        0 /   0

                               Gesamt                330 Bytes



Datei                :   993 / Sync.Referenzen
Schlüssel            :     1 / Sync/DateiKeyApp
  DBA Nummer         :   977
  Anzahl Felder      :     3  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Sync.Hauptdaten        1 / Sync.Datei           Ganzz. (kurz)
 2    1 / Sync.Hauptdaten        2 / Sync.Key             Alpha  64st.   G
 3    1 / Sync.Hauptdaten        3 / Sync.Extern.App      Alpha   3st.   G



Datei                :   993 / Sync.Referenzen
Teildatensatz        :     1 / Sync.Hauptdaten
  Felder             :     6
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / Sync.Datei                      Ganzz. (kurz)   4      ............
  Titel    : Sync.Datei          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / Sync.Key                        Alpha   64st.  57      ............
  Titel    : Sync.Key            :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / Sync.Extern.App                 Alpha    3st.   3      ............
  Titel    : Sync.Extern.App     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / Sync.Extern.Key                 Alpha  250st.  57      ............
  Titel    : Sync.Extern.Key     :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / Sync.Datum                      Datum           8      ............
  Titel    : Sync.Datum          :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / Sync.Zeit                       Zeit            5      ............
  Titel    : Sync.Zeit           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7



Teildatensatz Maske  :     1 / Sync.Hauptdaten


 2:Sync.Datei          :
 3:Sync.Key            :
 4:Sync.Extern.App     :
 5:Sync.Extern.Key     :
 6:Sync.Datum          :
 7:Sync.Zeit           :






Datei                :   995 / Log.Changelog
Teildatensatz        :     1 / Log.Hauptdaten
  Anzahl Felder      :     6

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Log.Datum               Datum                   4        0 /   0
   2   Log.Zeit                Zeit                    4        0 /   0
   3   Log.StandardYN          Logisch                 1        0 /   0
   4   Log.Bereich             Alpha    20stellig     21        0 /   0
   5   Log.Bemerkung           Alpha   128stellig    129        0 /   0
   6   Log.Installationsdat    Datum                   4        0 /   0

                               Gesamt                163 Bytes



Datei                :   995 / Log.Changelog

Schlüssel            :     1 / Log/DatumZeitStand
  DBA Nummer         :   895
  Anzahl Felder      :     3  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Log.Hauptdaten         1 / Log.Datum            Datum
 2    1 / Log.Hauptdaten         2 / Log.Zeit             Zeit
 3    1 / Log.Hauptdaten         3 / Log.StandardYN       Logisch



Datei                :   995 / Log.Changelog
Schlüssel            :     2 / Log/Installdatum
  DBA Nummer         :   896
  Anzahl Felder      :     2
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Log.Hauptdaten         6 / Log.Installationsdat Datum
 2    1 / Log.Hauptdaten         4 / Log.Bereich          Alpha   3st.   G



Datei                :   995 / Log.Changelog
Teildatensatz        :     1 / Log.Hauptdaten
  Felder             :     6
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / Log.Datum                       Datum           8      ............
  Titel    : Log.Datum           :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / Log.Zeit                        Zeit            5      ............
  Titel    : Log.Zeit            :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3

  3     3 / Log.StandardYN                  Logisch         1      ............
  Titel    : Log.StandardYN      :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  4   22 /  4

  4     4 / Log.Bereich                     Alpha   20st.  20      ............
  Titel    : Log.Bereich         :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  5   22 /  5

  5     5 / Log.Bemerkung                   Alpha  128st.  57      ............
  Titel    : Log.Bemerkung       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  6   22 /  6

  6     6 / Log.Installationsdat            Datum           8      ............
  Titel    : Log.Installationsdat:
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  7   22 /  7



Teildatensatz Maske  :     1 / Log.Hauptdaten


 2:Log.Datum           :
 3:Log.Zeit            :
 4:Log.StandardYN      :
 5:Log.Bereich         :

 6:Log.Bemerkung       :
 7:Log.Installationsdat:






Datei                :   996 / Tmp.Todos
Teildatensatz        :     1 / Tmp.Todos.Hauptdaten
  Anzahl Felder      :     2

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Tmp.Todo.UserID         Ganzz. (kurz)           2        0 /   0
   2   Tmp.Todo.Text           Alpha    32stellig     33        0 /   0

                               Gesamt                 35 Bytes



Datei                :   996 / Tmp.Todos
Schlüssel            :     1 / Tmp/Todo.IdText
  DBA Nummer         : 50003
  Anzahl Felder      :     2  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Tmp.Todos.Hauptdaten   1 / Tmp.Todo.UserID      Ganzz. (kurz)
 2    1 / Tmp.Todos.Hauptdaten   2 / Tmp.Todo.Text        Alpha  32st.   GU



Datei                :   996 / Tmp.Todos
Teildatensatz        :     1 / Tmp.Todos.Hauptdaten
  Felder             :     0
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0






Datei                :   997 / Version
Teildatensatz        :     1 / Version.Hauptdaten
  Anzahl Felder      :     2

  Nr.  Name                    Feldtyp             Bytes   Ein/Ausgabeberechtigung

   1   Version.lfdNr           Ganzz. (kurz)           2        0 /   0
   2   Version.Stamp           Ganzz. (64)             8        0 /   0

                               Gesamt                 10 Bytes



Datei                :   997 / Version
Schlüssel            :     1 / Version/lfdNr
  DBA Nummer         :   803
  Anzahl Felder      :     1  (eindeutig)
  Listeneintrag      :     J

Pos  Teildatensatz              Feld                      Typ

 1    1 / Version.Hauptdaten     1 / Version.lfdNr        Ganzz. (kurz)




Datei                :   997 / Version
Teildatensatz        :     1 / Version.Hauptdaten
  Felder             :     2
  Texte              :     0
  Eingabeseite       :     1
  Fensterebene       :     0

Pos Feld                                    Feldtyp        VK/NK   Attribute

  1     1 / Version.lfdNr                   Ganzz. (kurz)   4      ............
  Titel    : Version.lfdNr       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  2   22 /  2

  2     2 / Version.Stamp                   Ganzz. (64)    20      ............
  Titel    : Version.Stamp       :
  Ein/Ausgabeberechtigung    :   0 /   0    Positionen     :  0 /  3   22 /  3



Teildatensatz Maske  :     1 / Version.Hauptdaten
